channel_name,handle,profile_url,subscriber_count,found_in_query
Take Time to Unwind,,https://www.youtube.com/results?search_query=Take+Time+to+Unwind,1.98K,Minnesota traffic
Waymade Wares,,https://www.youtube.com/results?search_query=Waymade+Wares,1.98K,Minnesota DIY
Rewild Minnesota,,https://www.youtube.com/results?search_query=Rewild+Minnesota,1.98K,Minnesota review
Nafiz Rifat,,https://www.youtube.com/results?search_query=Nafiz+Rifat,1.98K,Minnesota badminton
Hunting Gear Deals,,https://www.youtube.com/results?search_query=Hunting+Gear+Deals,1.98K,Minnesota hunting gear
MN CAD WORKS,,https://www.youtube.com/results?search_query=MN+CAD+WORKS,1.98K,Minnesota attic conversion
Minnesota Environmental Quality Board,,https://www.youtube.com/results?search_query=Minnesota+Environmental+Quality+Board,1.98K,Minnesota review
Lindus Construction,,https://www.youtube.com/results?search_query=Lindus+Construction,1.98K,Minnesota attic conversion
Tanya Nelson,,https://www.youtube.com/results?search_query=Tanya+Nelson,1.97K,Minnesota psychologist
Twin Cities Music School,,https://www.youtube.com/results?search_query=Twin+Cities+Music+School,1.97K,Minnesota guitar lessons
Velocity Drain Services - MN Sewer Cleaning & Vac Truck Pumping Services,,https://www.youtube.com/results?search_query=Velocity+Drain+Services+-+MN+Sewer+Cleaning+&+Vac+Truck+Pumping+Services,1.97K,Minnesota car wash
JohnnyGuitar School,,https://www.youtube.com/results?search_query=JohnnyGuitar+School,1.97K,Minnesota guitar lessons
StPaulUAME,,https://www.youtube.com/results?search_query=StPaulUAME,1.97K,St Paul life
Transfiguration in Oakdale,,https://www.youtube.com/results?search_query=Transfiguration+in+Oakdale,1.96K,Oakdale Minnesota
Meme Sound Lab,,https://www.youtube.com/results?search_query=Meme+Sound+Lab,1.96K,Minnesota daycare
Sargent's Gardens,,https://www.youtube.com/results?search_query=Sargent's+Gardens,1.96K,Minnesota garden center
Danelian Jewelry | Goldsmith Workshop,,https://www.youtube.com/results?search_query=Danelian+Jewelry+|+Goldsmith+Workshop,1.96K,Minnesota jewelry making
Z-1 Garden,,https://www.youtube.com/results?search_query=Z-1+Garden,1.96K,Minnesota indoor plants
The Mustard Seed Landscaping & Garden Center,,https://www.youtube.com/results?search_query=The+Mustard+Seed+Landscaping+&+Garden+Center,1.96K,Minnesota garden center
Mussa Jewelry Design by Jackie Zam,,https://www.youtube.com/results?search_query=Mussa+Jewelry+Design+by+Jackie+Zam,1.96K,Minnesota jewelry making
"Brown County Habitat for Humanity, Minnesota",@browncountyhabitatforhuman502,"https://www.youtube.com/results?search_query=Brown+County+Habitat+for+Humanity,+Minnesota",1.96K,Brown County Minnesota
stevowatny,,https://www.youtube.com/results?search_query=stevowatny,1.96K,Big Stone Lake
Drezler69,@Drezler69,https://www.youtube.com/results?search_query=Drezler69,1.96K,Big Stone Lake
Steven Jordan,,https://www.youtube.com/results?search_query=Steven+Jordan,1.96K,raised in Minnesota
MinnesotaGirlz1,,https://www.youtube.com/results?search_query=MinnesotaGirlz1,1.96K,raised in Minnesota
North Country RV,,https://www.youtube.com/results?search_query=North+Country+RV,1.95K,Minnesota RV
Fun Across America,,https://www.youtube.com/results?search_query=Fun+Across+America,1.95K,Minnesota mini golf
Family food fun,,https://www.youtube.com/results?search_query=Family+food+fun,1.95K,Minnesota mini golf
Funny Mule,,https://www.youtube.com/results?search_query=Funny+Mule,1.95K,Minnesota orchids
Faith in Minnesota,,https://www.youtube.com/results?search_query=Faith+in+Minnesota,1.95K,Minnesota faith
Glow In One Mini Golf,,https://www.youtube.com/results?search_query=Glow+In+One+Mini+Golf,1.95K,Minnesota mini golf
Camping in Minnesota: 10 Best RV Parks in Minnesota in 2026,,https://www.youtube.com/results?search_query=Camping+in+Minnesota:+10+Best+RV+Parks+in+Minnesota+in+2026,1.95K,Minnesota RV park
P.E. Erkelens,,https://www.youtube.com/results?search_query=P.E.+Erkelens,1.95K,St Paul restaurant
Your Guide to Living in the Twin Cities,,https://www.youtube.com/results?search_query=Your+Guide+to+Living+in+the+Twin+Cities,1.94K,Minnesota restaurant
Linwood Township,,https://www.youtube.com/results?search_query=Linwood+Township,1.94K,May Township Minnesota
mnprayer,,https://www.youtube.com/results?search_query=mnprayer,1.94K,Minnesota breakfast
Two Peas in a Pod,,https://www.youtube.com/results?search_query=Two+Peas+in+a+Pod,1.94K,Minnesota lunch
Wright County Historical Society,,https://www.youtube.com/results?search_query=Wright+County+Historical+Society,1.94K,Wright County Minnesota
Amber Fuller,,https://www.youtube.com/results?search_query=Amber+Fuller,1.94K,Sherburne County
The Town of Silver Creek - Wright County Minnesota,,https://www.youtube.com/results?search_query=The+Town+of+Silver+Creek+-+Wright+County+Minnesota,1.94K,Sherburne County
Clay County MN,,https://www.youtube.com/results?search_query=Clay+County+MN,1.94K,Mower County Minnesota
"Minnesota State University, Mankato",,"https://www.youtube.com/results?search_query=Minnesota+State+University,+Mankato",1.93K,Mankato Minnesota
Minnesota West Bluejays Soccer,,https://www.youtube.com/results?search_query=Minnesota+West+Bluejays+Soccer,1.93K,Minnesota tech
MinneBraapolis,,https://www.youtube.com/results?search_query=MinneBraapolis,1.93K,Minnesota motorcycle
Power Lodge,,https://www.youtube.com/results?search_query=Power+Lodge,1.93K,Dayton Minnesota
"First Baptist Church of Kasson, MN",,"https://www.youtube.com/results?search_query=First+Baptist+Church+of+Kasson,+MN",1.93K,Minnesota baptist
Glory Baptist Church,,https://www.youtube.com/results?search_query=Glory+Baptist+Church,1.93K,Minnesota baptist
#adventureswithkenz,@adventureswithkenz9692,https://www.youtube.com/results?search_query=#adventureswithkenz,1.93K,Minnesota nursing school
msbrochester,,https://www.youtube.com/results?search_query=msbrochester,1.93K,Minnesota business school
Minnesota Moose,,https://www.youtube.com/results?search_query=Minnesota+Moose,1.93K,Minnesota State sports
The Official WE Fest Country Music Festival,,https://www.youtube.com/results?search_query=The+Official+WE+Fest+Country+Music+Festival,1.93K,Minnesota festival
Abbie Rae,,https://www.youtube.com/results?search_query=Abbie+Rae,1.93K,Minnesota nursing school
WedPhoria Wedding Professionals,,https://www.youtube.com/results?search_query=WedPhoria+Wedding+Professionals,1.93K,Minnesota videography
507 Bassin,,https://www.youtube.com/results?search_query=507+Bassin,1.93K,507 Minnesota
Saint Paul's Episcopal,,https://www.youtube.com/results?search_query=Saint+Paul's+Episcopal,1.93K,St Paul downtown
MyronGainesX,,https://www.youtube.com/results?search_query=MyronGainesX,1.92K,Minnesota professor
Two Funny Talking Dogs Traveling Show,,https://www.youtube.com/results?search_query=Two+Funny+Talking+Dogs+Traveling+Show,1.92K,Minnesota dog trainer
Southwest Minnesota State University,,https://www.youtube.com/results?search_query=Southwest+Minnesota+State+University,1.92K,Minnesota university
Minnesota Logger Education Program,,https://www.youtube.com/results?search_query=Minnesota+Logger+Education+Program,1.92K,Minnesota continuing education
Osaconvention2026,,https://www.youtube.com/results?search_query=Osaconvention2026,1.92K,Minnesota 2026
Four Fields Furniture,,https://www.youtube.com/results?search_query=Four+Fields+Furniture,1.92K,Minnesota woodworking
University of Minnesota - Department of Ophthalmology and Visual Neurosciences,,https://www.youtube.com/results?search_query=University+of+Minnesota+-+Department+of+Ophthalmology+and+Visual+Neurosciences,1.92K,University of Minnesota
Minnesota Department of Otolaryngology - HNS,,https://www.youtube.com/results?search_query=Minnesota+Department+of+Otolaryngology+-+HNS,1.92K,Minnesota research
The Pinske Edge,,https://www.youtube.com/results?search_query=The+Pinske+Edge,1.92K,Minnesota woodworking
St. Paul's Gospel Choir Cape Town - Topic,,https://www.youtube.com/results?search_query=St.+Paul's+Gospel+Choir+Cape+Town+-+Topic,1.92K,St Paul nightlife
Twin Cities On Scene,,https://www.youtube.com/results?search_query=Twin+Cities+On+Scene,1.92K,Target Minnesota
"Saint Louis Park, MN - Experience life in the park",,"https://www.youtube.com/results?search_query=Saint+Louis+Park,+MN+-+Experience+life+in+the+park",1.91K,St Louis Park MN
University of Minnesota Ballroom Dance Club,,https://www.youtube.com/results?search_query=University+of+Minnesota+Ballroom+Dance+Club,1.91K,University of Minnesota
Minnesota Agricultural Experiment Station,,https://www.youtube.com/results?search_query=Minnesota+Agricultural+Experiment+Station,1.91K,Minnesota research
"U of M Medical School, Duluth Campus",,"https://www.youtube.com/results?search_query=U+of+M+Medical+School,+Duluth+Campus",1.91K,Minnesota campus
ThirdeyeHiker,,https://www.youtube.com/results?search_query=ThirdeyeHiker,1.91K,Marine on St Croix Minnesota
Brainerd Lakes Curling Association,,https://www.youtube.com/results?search_query=Brainerd+Lakes+Curling+Association,1.91K,Minnesota curling
Start Your Spring Planting - Nurseries & Garden Centers - Local Landscaping,,https://www.youtube.com/results?search_query=Start+Your+Spring+Planting+-+Nurseries+&+Garden+Centers+-+Local+Landscaping,1.91K,Minnesota nursery
Department of Economics University of Minnesota,,https://www.youtube.com/results?search_query=Department+of+Economics+University+of+Minnesota,1.91K,Minnesota private university
Math 1272 Calculus II,,https://www.youtube.com/results?search_query=Math+1272+Calculus+II,1.91K,Minnesota continuing education
St. Louis Park Athletics,,https://www.youtube.com/results?search_query=St.+Louis+Park+Athletics,1.91K,St Louis Park MN
5 Star Entertainment,,https://www.youtube.com/results?search_query=5+Star+Entertainment,1.91K,Minnesota entertainment
University of Minnesota Office of Sustainability,,https://www.youtube.com/results?search_query=University+of+Minnesota+Office+of+Sustainability,1.91K,Minnesota campus
Bemidji Curling,,https://www.youtube.com/results?search_query=Bemidji+Curling,1.91K,Minnesota curling
Lens On Records LLC,,https://www.youtube.com/results?search_query=Lens+On+Records+LLC,1.91K,Minnesota DJ
Snake River Farms,,https://www.youtube.com/results?search_query=Snake+River+Farms,1.91K,Snake River Minnesota
Frogtown Curling Club,,https://www.youtube.com/results?search_query=Frogtown+Curling+Club,1.91K,Frogtown St Paul
https://www.vacationrenter.com/rentals/alexandria-mn,,https://www.youtube.com/results?search_query=https://www.vacationrenter.com/rentals/alexandria-mn,1.9K,Alexandria MN
"First Congregational UCC Alexandria, MN",,"https://www.youtube.com/results?search_query=First+Congregational+UCC+Alexandria,+MN",1.9K,Alexandria MN
The Church in The Pines,,https://www.youtube.com/results?search_query=The+Church+in+The+Pines,1.9K,Alexandria MN
Minnesota STEM Partnership,,https://www.youtube.com/results?search_query=Minnesota+STEM+Partnership,1.9K,Minnesota tech
Ride All Four Seasons,,https://www.youtube.com/results?search_query=Ride+All+Four+Seasons,1.9K,Minnesota kiwanis
SAM ALEXIS,,https://www.youtube.com/results?search_query=SAM+ALEXIS,1.9K,Minnesota influencer
Alloy Process,,https://www.youtube.com/results?search_query=Alloy+Process,1.9K,Minnesota welding
RUSTIC METALZ | Luxury Metal Art + Custom Signs,,https://www.youtube.com/results?search_query=RUSTIC+METALZ+|+Luxury+Metal+Art+++Custom+Signs,1.9K,Minnesota metalworking
Lake Darling Resort,,https://www.youtube.com/results?search_query=Lake+Darling+Resort,1.9K,Alexandria lakes
https://www.exploreminnesota.com/,,https://www.youtube.com/results?search_query=https://www.exploreminnesota.com/,1.89K,St Louis Park MN
Jay Gregorich,,https://www.youtube.com/results?search_query=Jay+Gregorich,1.89K,Hibbing MN
Saint Louis Park MN Real Estate - St. Louis Park MN Real Estate,,https://www.youtube.com/results?search_query=Saint+Louis+Park+MN+Real+Estate+-+St.+Louis+Park+MN+Real+Estate,1.89K,St Louis Park MN
Solid Rock Minnesota,,https://www.youtube.com/results?search_query=Solid+Rock+Minnesota,1.89K,Minnesota rock
Old Yearbooks From 1960-2000,,https://www.youtube.com/results?search_query=Old+Yearbooks+From+1960-2000,1.89K,Minnesota high school sports
Retired and Reselling,,https://www.youtube.com/results?search_query=Retired+and+Reselling,1.89K,Minnesota thrift
Perfect 10 Auto,,https://www.youtube.com/results?search_query=Perfect+10+Auto,1.89K,Minnesota car dealership
"Apex Income Tax, Corp.",,"https://www.youtube.com/results?search_query=Apex+Income+Tax,+Corp.",1.89K,Minnesota storage unit
CollectorsLuck,,https://www.youtube.com/results?search_query=CollectorsLuck,1.89K,Minnesota garage sale
LouCoasters,,https://www.youtube.com/results?search_query=LouCoasters,1.89K,Minnesota theme park
Our Lady Of Lourdes Catholic Church Minneapolis,,https://www.youtube.com/results?search_query=Our+Lady+Of+Lourdes+Catholic+Church+Minneapolis,1.89K,Minnesota catholic
Nrithya Veda School of Dance,,https://www.youtube.com/results?search_query=Nrithya+Veda+School+of+Dance,1.89K,Minnesota temple
Bloomington Public Schools,,https://www.youtube.com/results?search_query=Bloomington+Public+Schools,1.89K,Minnesota school board
Globe University,,https://www.youtube.com/results?search_query=Globe+University,1.89K,Minnesota online degree
Lake City Tigers Activities,,https://www.youtube.com/results?search_query=Lake+City+Tigers+Activities,1.89K,Minnesota winter activities
Assumption Catholic School,,https://www.youtube.com/results?search_query=Assumption+Catholic+School,1.89K,Hibbing MN
Animalhead,,https://www.youtube.com/results?search_query=Animalhead,1.89K,Minnesota rock
Rock County Minnesota Land Management Office,,https://www.youtube.com/results?search_query=Rock+County+Minnesota+Land+Management+Office,1.89K,Minnesota rock
CCX Media,,https://www.youtube.com/results?search_query=CCX+Media,1.89K,Minnesota high school sports
Lindsey Malecha,@lindseymalecha1613,https://www.youtube.com/results?search_query=Lindsey+Malecha,1.89K,Mahtomedi Minnesota
John Rikess,,https://www.youtube.com/results?search_query=John+Rikess,1.89K,Minnesota garage sale
neha gupta,,https://www.youtube.com/results?search_query=neha+gupta,1.89K,Minnesota temple
Online schools,@onlineschools9957,https://www.youtube.com/results?search_query=Online+schools,1.89K,Minnesota online degree
Sarah Chapman,,https://www.youtube.com/results?search_query=Sarah+Chapman,1.89K,Minnesota jewelry making
Phoenix Running,,https://www.youtube.com/results?search_query=Phoenix+Running,1.88K,Minnesota running
jim johnson,,https://www.youtube.com/results?search_query=jim+johnson,1.88K,Minnesota running
Bullyan RV,,https://www.youtube.com/results?search_query=Bullyan+RV,1.88K,Minnesota RV
Lake West Mortgage Corporation,@lakewestmortgagecorporatio7505,https://www.youtube.com/results?search_query=Lake+West+Mortgage+Corporation,1.88K,Minnesota homeowner
GracePoint Church,,https://www.youtube.com/results?search_query=GracePoint+Church,1.88K,New Brighton MN
thatguy199212,@thatguy199212,https://www.youtube.com/results?search_query=thatguy199212,1.88K,Minnesota veterinarian
Summertime RV Rovers,,https://www.youtube.com/results?search_query=Summertime+RV+Rovers,1.88K,Minnesota RV park
Miles In Motion,,https://www.youtube.com/results?search_query=Miles+In+Motion,1.88K,Minnesota transmission
CleenPro,,https://www.youtube.com/results?search_query=CleenPro,1.88K,Minnesota mosque
Mohamed A,,https://www.youtube.com/results?search_query=Mohamed+A,1.88K,Minnesota mosque
Lynne Torgerson for Minnesota Attorney General,,https://www.youtube.com/results?search_query=Lynne+Torgerson+for+Minnesota+Attorney+General,1.88K,Minnesota running
Folk Will Save Us,,https://www.youtube.com/results?search_query=Folk+Will+Save+Us,1.88K,Minnesota folk
Eily Painter,,https://www.youtube.com/results?search_query=Eily+Painter,1.88K,Lauderdale Minnesota
Minnesota Farmer,,https://www.youtube.com/results?search_query=Minnesota+Farmer,1.88K,back in Minnesota
FNTM Snowboarding,,https://www.youtube.com/results?search_query=FNTM+Snowboarding,1.87K,Minnesota snowboarding
Rain Suereh,,https://www.youtube.com/results?search_query=Rain+Suereh,1.87K,Minnesota pho
University of Minnesota Wearable Technology Lab,,https://www.youtube.com/results?search_query=University+of+Minnesota+Wearable+Technology+Lab,1.87K,Minnesota shoe making
Keith Winn Sr.,,https://www.youtube.com/results?search_query=Keith+Winn+Sr.,1.87K,Minnesota Labor Day
Northwest Minnesota Arts Council,,https://www.youtube.com/results?search_query=Northwest+Minnesota+Arts+Council,1.87K,Minnesota art gallery
Minnesota Life Insurance,,https://www.youtube.com/results?search_query=Minnesota+Life+Insurance,1.86K,Minnesota life
"Urban Air Adventure Park - Coon Rapids, MN",,"https://www.youtube.com/results?search_query=Urban+Air+Adventure+Park+-+Coon+Rapids,+MN",1.86K,Coon Rapids MN
Life Insurance Calculator,,https://www.youtube.com/results?search_query=Life+Insurance+Calculator,1.86K,Minnesota life
Yoga Heights,,https://www.youtube.com/results?search_query=Yoga+Heights,1.86K,Minnesota yoga
Experimax Coon Rapids,,https://www.youtube.com/results?search_query=Experimax+Coon+Rapids,1.86K,Coon Rapids MN
hdwebestates,,https://www.youtube.com/results?search_query=hdwebestates,1.86K,Coon Rapids MN
Life Insurance Plans 2026 - Life Insurance Made Easy - Term Life | SelectQuote®,,https://www.youtube.com/results?search_query=Life+Insurance+Plans+2026+-+Life+Insurance+Made+Easy+-+Term+Life+|+SelectQuote®,1.86K,Minnesota life
City of Cottage Grove MN,,https://www.youtube.com/results?search_query=City+of+Cottage+Grove+MN,1.86K,Minnesota parks
Waterpaw,,https://www.youtube.com/results?search_query=Waterpaw,1.86K,Minnesota swimming
